,RAD,B,PTRATIO,DIS,CHAS,INDUS,AGE,ZN,NOX,LSTAT,RM,TAX,MEDV
22,6.0,432.0914935801243,14.850619825467508,2.08192321628975,0.0,16.355956572179295,77.35948307887814,0.0,0.6441458402268596,13.88051183618309,5.7081887969594645,388.0,16.311356518159496
23,9.0,561.272436929906,17.578284691369703,3.80535908257456,0.0,5.179107801200799,59.00572434632433,0.0,0.5398048611487898,3.0887265076911925,7.531123595545347,292.0,28.579141462489535
24,5.0,577.2564334105872,19.3967279353045,5.072655486090363,0.0,4.134932841281283,22.2982068812167,80.0,0.4375932898070071,4.451767760073135,6.457055470907778,230.0,25.56359655997265
25,4.0,574.4348726123595,18.790580187326235,3.88377819038814,0.0,5.8139661768318645,47.25287884214514,20.0,0.4940225948186163,9.666338422855432,5.906019679462095,208.0,16.722567186684522
26,9.0,555.585682949973,17.578284691369703,2.8694850272519297,0.0,5.179107801200799,66.81412170184065,0.0,0.5366107495443591,5.789799081218712,7.8816184923993236,292.0,34.2675557104191
27,6.0,564.2685272620447,17.780333940695794,6.409745886952261,0.0,3.157585078796616,22.620202648454487,55.0,0.5153166721814877,5.764789149982347,6.209541033438733,355.0,21.382954763301523
28,7.0,569.0390011889449,16.77008769406535,6.281558900349278,0.0,4.11822604192257,43.71092540252948,30.0,0.4556932555654478,14.230650873492214,6.230317792788325,285.0,15.077724512584409
29,6.0,576.0347266732102,18.89160481198928,4.463841654126775,0.0,10.71741178861391,29.462612702257445,0.0,0.4652755903787399,11.379518712546496,5.306203670413023,383.0,13.912627618430156
30,6.0,577.2564334105872,19.3967279353045,3.331374563665927,0.0,4.978626208896252,54.90027831404256,0.0,0.5312872302036412,12.10480671840111,5.35950057483154,264.0,12.95313605853842
31,25.0,575.1184466201776,20.40697418193494,2.699263019520049,1.0,15.119653419634592,67.13611746907844,0.0,0.8198219784705486,14.355700529674044,5.534748023258528,651.0,15.557470292530274
32,6.0,577.2564334105872,16.56803844473926,2.8644289280123685,1.0,11.60287215462566,75.50800741726088,0.0,0.5855871274789634,22.408898387783875,5.375760647366002,261.0,14.735048955480217
33,9.0,577.2564334105872,19.90185105861972,7.163302952048375,0.0,4.285294035509693,54.57828254680477,25.0,0.4823108522690371,8.415841861037135,5.831946015693987,269.0,15.214794735426082
34,25.0,577.2564334105872,20.40697418193494,1.775781364294381,0.0,15.119653419634592,74.54202011554752,0.0,0.7378397806234938,18.97003284278356,5.594368289218225,651.0,9.457845376075674
35,25.0,571.7296648367393,20.40697418193494,1.6193397054703225,0.0,15.119653419634592,79.61345344954266,0.0,0.7378397806234938,24.909891511420465,5.1914798253087575,651.0,5.825484470771248
36,25.0,547.0191916605088,20.40697418193494,1.624891500713762,0.0,15.119653419634592,80.49894180944656,0.0,0.7378397806234938,25.3975851705296,5.78497247281665,651.0,8.292748481921423
37,25.0,536.3001694528091,20.40697418193494,2.883364515360528,0.0,15.119653419634592,57.15424868470706,0.0,0.6175282435232704,22.67150266576571,5.35317721329036,651.0,13.0902062813801
38,25.0,185.23401199086013,20.40697418193494,1.6333183327796963,0.0,15.119653419634592,71.72455715221689,0.0,0.7229339264694838,33.313228406839414,4.791301373488368,651.0,7.127651587767175
39,25.0,486.35563449861513,20.40697418193494,3.040103591786913,0.0,15.119653419634592,38.80048995215325,0.0,0.6973810336340381,17.669516418492528,5.202319873665067,651.0,13.638487172746805
40,25.0,577.2564334105872,20.40697418193494,2.937891075787164,0.0,15.119653419634592,52.64630794337806,0.0,0.6973810336340381,16.531564547237878,5.608821687026635,651.0,14.666513844059375
41,3.0,569.882560602848,18.18443243934797,3.465113345512349,0.0,2.414132507333921,56.0272634993748,0.0,0.4737932213238885,14.18063101101948,5.567268168327454,261.0,14.666513844059375
42,6.0,492.92958027592897,14.850619825467508,1.7829193867502315,1.0,16.355956572179295,74.54202011554752,0.0,0.6441458402268596,6.87773109000063,5.64585851891069,388.0,18.50448008362632
43,5.0,509.6989596592096,18.588530938000144,2.497713024343046,0.0,8.269865682562566,30.4286000039708,0.0,0.5791989042701019,15.806276541383268,4.492296706326858,289.0,11.034152938754954
44,6.0,577.2564334105872,16.77008769406535,2.573752791338009,0.0,3.383126870139231,71.24156350136022,0.0,0.5429989727532205,18.36979449311077,5.033395786779258,281.0,15.831610738213628
45,25.0,457.6164379146061,20.40697418193494,1.4421779536841426,0.0,15.119653419634592,78.8084640314482,0.0,0.635628209281711,33.013109232003025,5.074045968115415,651.0,11.788039164384172
46,6.0,572.29688582195,21.11414655457625,2.7538887191474606,0.0,7.150510125528846,43.79142434433893,0.0,0.5536460114346562,16.256455303637853,5.596174963944277,369.0,14.872119178321892
47,25.0,415.7148056481434,20.40697418193494,1.4271087951662356,0.0,15.119653419634592,73.41503493021527,0.0,0.7452927077004987,38.30270968849442,3.945777601696304,651.0,6.031089805033763
48,5.0,577.2564334105872,21.417220428565383,1.9628570361581312,0.0,18.285591898110564,76.2324978935459,0.0,0.6643752137215875,22.934106943747555,5.092112715375929,422.0,9.800520933179865
49,8.0,565.9556460898508,19.295703310641457,7.886424282506349,0.0,4.895092212102691,56.51025715023149,22.0,0.4588873671698785,23.084166531165756,5.063205919759107,315.0,12.678995612855068
50,6.0,575.3656967932181,15.355742948782728,5.512635259132931,0.0,6.5741255476532725,53.61229524509141,12.5,0.5579048269072305,15.543672263401424,5.430864226510571,296.0,15.69454051537195
51,6.0,577.2564334105872,15.052669074793595,4.065401206209227,0.0,2.7816820932255903,25.920659262641795,20.0,0.471557343200787,6.064908324818737,6.15353411693114,201.0,24.05582410871421
52,6.0,562.7995703516272,18.89160481198928,4.055289007730106,0.0,10.71741178861391,36.868515348726525,0.0,0.4652755903787399,12.842599689873904,5.546491408977862,383.0,14.25530317553435
53,5.0,577.2564334105872,17.780333940695794,4.104660329716405,0.0,5.354529194467277,25.84016032083235,40.0,0.4759226290601756,8.99107027947355,5.855432787132656,239.0,19.94371742346392
54,4.0,571.0460908289213,17.98238319002188,3.1716613112162704,0.0,2.054936321121607,43.14743280986336,0.0,0.519575487654062,5.564709700091419,7.074034889854339,178.0,34.2675557104191
55,25.0,571.1188114680508,20.40697418193494,3.51537692030563,0.0,15.119653419634592,64.23815556393836,0.0,0.620722355127701,18.73243849603808,5.523004637539193,651.0,13.0902062813801
56,25.0,571.4678705358729,20.40697418193494,4.063021865390611,0.0,15.119653419634592,32.44107354920696,0.0,0.5664224578523791,13.030174174146648,5.205029885754144,651.0,14.940654289742731
57,2.0,572.2387093106463,21.2151711792393,2.368336367330754,0.0,9.96560581747186,71.88555503583578,0.0,0.6100753164462653,8.103217720582562,6.137274044396676,258.0,15.077724512584409
58,6.0,569.0099129332931,21.11414655457625,2.5231917989424013,0.0,7.150510125528846,73.41503493021527,0.0,0.5536460114346562,19.44522153627451,5.62688843428715,369.0,13.295811615642611
59,6.0,577.2564334105872,20.40697418193494,5.933778584028114,0.0,4.335414433585831,27.772134924259067,0.0,0.5483224920939384,10.016477460164554,5.453447660586214,209.0,14.460908509796864
60,25.0,349.8153624689202,20.40697418193494,1.879282689904214,0.0,15.119653419634592,77.76197778792537,0.0,0.7878808624262416,29.74931320565727,5.288136923152509,651.0,7.401792033450527
61,25.0,572.122356288039,20.40697418193494,2.8715669504682197,0.0,15.119653419634592,60.37420635708492,0.0,0.6175282435232704,17.957130627710736,5.814782605796498,651.0,15.900145849634464
62,9.0,549.055369556137,17.578284691369703,3.346047165380731,0.0,5.179107801200799,13.684820107605915,0.0,0.5366107495443591,4.901946522327722,6.943050972215611,292.0,32.00589703353145
63,5.0,577.2564334105872,18.790580187326235,3.841644030058467,1.0,8.846250260438138,80.49894180944656,0.0,0.5206401915222055,28.873965612384463,4.827434868009397,262.0,13.707022284167644
64,9.0,549.8843848422141,19.90185105861972,6.7598064048912665,0.0,4.285294035509693,75.1860116500231,25.0,0.4823108522690371,18.0571703526562,5.389310707811388,269.0,10.965617827334114
65,5.0,567.3809706167906,20.3059495572719,1.852019409690896,0.0,23.172330710533892,79.53295450773321,0.0,0.648404655699434,22.596472872056616,5.404667442982825,696.0,9.320775153233996
66,5.0,500.3907178506237,20.3059495572719,1.7402895304166794,0.0,23.172330710533892,79.13045979868598,0.0,0.648404655699434,29.974402586784564,4.890668483421196,696.0,4.797457799458675
67,8.0,561.5342312307724,19.295703310641457,8.830031195489484,0.0,4.895092212102691,5.473928043042366,22.0,0.4588873671698785,4.414252863218586,6.284518034569867,315.0,20.286392980568117
68,5.0,445.6029883303999,21.2151711792393,4.41506516734513,0.0,6.799667338995888,71.48306032678855,0.0,0.5728106810612406,21.608580588220164,5.462481034216471,292.0,10.143196490284057
69,5.0,576.2819768462508,18.588530938000144,3.967451675842833,0.0,8.269865682562566,47.33337778395458,0.0,0.5791989042701019,15.918821231946913,5.5221013001761685,289.0,14.392373398376025
70,6.0,564.8502923750813,13.133201206195755,2.12138061819848,0.0,3.3162996727043828,71.96605397764523,20.0,0.6888634026888896,9.07860503880083,6.793096969953342,249.0,29.53863302238127
71,2.0,571.424238152395,16.56803844473926,9.140931729122086,0.0,3.0406374832856304,25.7596613790229,80.0,0.4173639163122793,8.215762411146208,5.517584613361039,300.0,15.009189401163567
72,6.0,572.6604890175979,16.56803844473926,3.334348739689198,1.0,11.60287215462566,74.38102223192863,0.0,0.5855871274789634,13.130213899092112,5.756969014562853,261.0,15.763075626792787
73,6.0,246.1884517092721,14.850619825467508,1.503545118964302,0.0,16.355956572179295,80.49894180944656,0.0,0.9273570691530492,20.820767754274637,5.083982679108699,388.0,10.691477381650762
74,9.0,547.0628240439866,17.578284691369703,3.6398957564799126,0.0,5.179107801200799,61.903686251464414,0.0,0.5366107495443591,6.565106949546056,6.695536534746566,292.0,21.725630320405717
75,5.0,577.2564334105872,21.417220428565383,2.251451249616201,0.0,18.285591898110564,78.64746614782929,0.0,0.6643752137215875,15.331087847892311,5.714512158500644,422.0,13.43288183848429
76,6.0,574.1439900558413,21.11414655457625,2.7538887191474606,0.0,7.150510125528846,64.31865450574782,0.0,0.5536460114346562,11.779677612328353,6.076750441073955,369.0,18.84715564073051
77,4.0,577.2564334105872,18.89160481198928,6.010016629424629,0.0,1.821041130099636,43.63042646072004,0.0,0.4876343716097549,6.66514667449152,6.4561521335447525,207.0,24.80971033434344
78,5.0,576.4274181245099,18.386481688674056,3.6343439612364734,0.0,12.563513117751617,23.26419418293006,28.0,0.4940225948186163,7.765583648891621,5.610628361752688,255.0,17.13377785520955
79,5.0,577.2564334105872,19.19467868597841,5.3542108162933575,0.0,4.059752244167078,25.920659262641795,25.0,0.4535638478291606,8.403336895418951,5.692832061788027,266.0,16.996707632367876
80,5.0,576.252888590599,19.09365406131537,6.44206526640514,0.0,5.070513605369169,17.226773547221566,12.5,0.4354638820707199,10.1290221507282,5.309817019865126,330.0,15.077724512584409
81,7.0,573.7803868601934,17.98238319002188,2.723750402111647,0.0,8.361753079035482,66.49212593460285,0.0,0.5823930158745326,12.880114586728451,5.438994262777802,417.0,13.158741392800936
82,25.0,569.3298837454632,20.40697418193494,1.8501357648761576,0.0,15.119653419634592,74.38102223192863,0.0,0.7878808624262416,27.648478981802533,5.255616778083583,651.0,7.196186699188012
83,25.0,515.6620520678349,20.40697418193494,1.8883043571748035,1.0,15.119653419634592,66.73362276003121,0.0,0.764457377327083,6.615126812018788,7.931302047365737,651.0,15.009189401163567
84,25.0,577.2564334105872,20.40697418193494,1.766759697023792,0.0,15.119653419634592,76.2324978935459,0.0,0.7378397806234938,20.44561878572915,5.317947056132357,651.0,8.703959150446453
85,5.0,577.2564334105872,20.3059495572719,2.0917379971665446,0.0,23.172330710533892,67.21661641088788,0.0,0.648404655699434,16.694129100274257,5.404667442982825,696.0,13.775557395588482
86,25.0,39.98180739344178,20.40697418193494,1.985361634734216,0.0,15.119653419634592,75.10551270821364,0.0,0.7878808624262416,22.57146294082025,5.836462702509116,651.0,6.579370696400468
87,25.0,577.2564334105872,20.40697418193494,1.560550159410331,0.0,15.119653419634592,80.49894180944656,0.0,0.7378397806234938,25.410090136147783,5.729868893672081,651.0,4.934528022300351
88,8.0,575.5838587106069,16.26496457075013,5.444427488999248,0.0,5.087220404727882,32.521572491016414,34.0,0.4610167749061656,11.879717337273815,5.952993222339432,314.0,15.077724512584409
89,5.0,568.5881332263415,17.174186192717528,8.272174912724605,0.0,1.679033335550581,23.90818571740563,80.0,0.4631461826424528,7.490474405291596,5.993643403675589,265.0,16.79110229810536
90,25.0,3.7814732347380366,20.40697418193494,1.4008369069606743,0.0,15.119653419634592,80.49894180944656,0.0,0.635628209281711,12.642520239982977,5.200513198939015,651.0,10.280266713125732
91,6.0,561.9850991933758,18.89160481198928,4.970938666094493,0.0,10.71741178861391,43.227931751672806,0.0,0.4652755903787399,15.431127572837775,5.629598446376227,383.0,14.5294436212177
92,6.0,577.2564334105872,19.80082643395668,4.680460807821684,0.0,6.1648089633648215,32.28007566558807,0.0,0.5248990069947799,7.653038958327974,5.794909183809932,272.0,17.13377785520955
93,5.0,576.2965209740768,18.588530938000144,3.0757937040661663,0.0,8.269865682562566,61.74268836784552,0.0,0.5791989042701019,12.467450721328415,5.394730731989543,289.0,13.912627618430156
94,3.0,577.2564334105872,17.98238319002188,4.924343241729913,0.0,5.905853573304782,63.513665087653344,0.0,0.4993461141593341,11.42953857501923,5.800329207988087,227.0,14.803584066901054
95,6.0,570.7115758889252,13.133201206195755,1.9694002234093275,0.0,3.3162996727043828,50.55333545633244,20.0,0.6888634026888896,13.067689071001196,5.02255573842295,249.0,15.626005403951114
96,25.0,562.4650554116312,20.40697418193494,1.961369948146496,0.0,15.119653419634592,80.49894180944656,0.0,0.7878808624262416,23.57186019027489,5.858142799221732,651.0,10.554407158809084
97,7.0,558.174537702986,16.77008769406535,6.136617388815201,0.0,4.11822604192257,33.970553443586454,30.0,0.4556932555654478,9.216159660600844,5.967446620147843,285.0,15.968680961055304
98,5.0,420.3107500411328,21.2151711792393,3.7638197574495407,0.0,6.799667338995888,29.462612702257445,0.0,0.5728106810612406,14.618304807655884,4.928608652668276,292.0,13.844092507009318
99,25.0,565.0684542924699,20.40697418193494,2.179079633049938,0.0,15.119653419634592,77.76197778792537,0.0,0.7878808624262416,20.558163476292798,5.6467618562737165,651.0,8.635424039025615
100,6.0,331.0388934456633,14.850619825467508,2.405017871617764,0.0,16.355956572179295,63.755161913081686,0.0,0.6441458402268596,15.181028260474118,5.3089136825021,388.0,16.311356518159496
101,25.0,577.2564334105872,20.40697418193494,1.5053296245782648,0.0,15.119653419634592,72.04655291945468,0.0,0.7452927077004987,40.0033850125673,4.516686815128552,651.0,5.071598245142028
102,6.0,380.98342839985713,14.850619825467508,1.609227506991201,0.0,16.355956572179295,79.29145768230487,0.0,0.9273570691530492,19.7453407111109,5.157153005513781,388.0,13.295811615642611
103,5.0,562.494143667283,21.2151711792393,4.221248029828631,0.0,6.799667338995888,65.76763545831784,0.0,0.5728106810612406,18.34478456187441,5.410990804524006,292.0,11.993644498646688
104,25.0,569.3007954898114,20.40697418193494,2.5450024231130555,0.0,15.119653419634592,71.16106455955077,0.0,0.7591338579863651,18.319774630638044,5.75967902665193,651.0,12.130714721488363
105,6.0,577.2564334105872,15.355742948782728,6.17310061470066,0.0,6.5741255476532725,66.73362276003121,12.5,0.5579048269072305,16.594089375328792,5.428154214421494,296.0,12.95313605853842
106,6.0,567.9481916020012,15.355742948782728,5.403978695082761,0.0,6.5741255476532725,31.39458730568416,12.5,0.5579048269072305,19.64530098616544,5.319753730858409,296.0,14.872119178321892
107,7.0,577.2564334105872,19.3967279353045,2.361198344874903,0.0,8.094444289296087,34.29254921082424,0.0,0.6228517628639882,16.994248275110646,5.35317721329036,376.0,16.79110229810536
108,5.0,548.2263542700598,19.3967279353045,5.241786962613712,0.0,9.030025053383971,14.08731481665315,0.0,0.4397226975432942,12.35490603076477,5.38479402099626,290.0,14.872119178321892
109,5.0,539.2671715292958,18.487506313337104,10.618105820680052,0.0,1.4117245458111851,28.899120109591315,60.0,0.4375932898070071,6.865226124382447,5.943056511346149,396.0,16.51696185242201
110,8.0,577.2564334105872,19.295703310641457,8.830031195489484,0.0,4.895092212102691,6.761911111993512,22.0,0.4588873671698785,4.426757828836769,7.460663281229343,315.0,29.333027688118754
111,4.0,577.2564334105872,17.98238319002188,2.575537296951972,0.0,2.054936321121607,50.07034180547576,0.0,0.519575487654062,11.8171925091829,5.550104758429965,178.0,24.80971033434344
112,5.0,574.6239462740964,20.3059495572719,1.8052257069247648,0.0,23.172330710533892,74.62251905735697,0.0,0.648404655699434,22.58396790643843,4.926801977942224,696.0,10.417336935967407
113,6.0,575.8456530114734,18.08340781468492,8.621739734659732,0.0,1.0191147608814477,17.629268256268798,90.0,0.4290756588618586,6.014888462346005,6.548292544573375,211.0,24.261429442976727
114,25.0,577.2564334105872,20.40697418193494,1.754763853729932,0.0,15.119653419634592,78.08397355516317,0.0,0.7452927077004987,32.11275170749385,4.549206960197478,651.0,6.6479058078213065
115,25.0,577.2564334105872,20.40697418193494,1.5061227381844706,0.0,15.119653419634592,79.77445133316154,0.0,0.7144162955243353,26.360467523129685,5.9123430410032745,651.0,7.470327144871366
116,25.0,577.2564334105872,20.40697418193494,2.242132164743285,0.0,15.119653419634592,79.45245556592377,0.0,0.7591338579863651,22.67150266576571,5.587141590314019,651.0,9.663450710338187
117,5.0,574.7984758080074,18.588530938000144,3.5020922674016868,0.0,8.269865682562566,54.095288895948094,0.0,0.5791989042701019,12.95514438043755,5.7650990508300834,289.0,15.831610738213628
118,6.0,573.1113569802013,21.11414655457625,2.088763821143273,0.0,7.150510125528846,77.84247672973483,0.0,0.5536460114346562,20.59567837314734,5.285426911063432,369.0,13.364346727063452
119,6.0,563.8612916829189,21.11414655457625,2.104130397263507,0.0,7.150510125528846,68.58509842164848,0.0,0.5536460114346562,17.619496556019797,5.534748023258528,369.0,13.981162729850997
120,25.0,459.6380716824083,20.40697418193494,1.7372162151926327,0.0,15.119653419634592,73.57603281383416,0.0,0.764457377327083,17.50695186545615,4.483263332696601,651.0,15.009189401163567
121,25.0,146.35755831218793,20.40697418193494,2.203071319637658,0.0,15.119653419634592,76.47399471897424,0.0,0.7591338579863651,18.97003284278356,5.607918349663611,651.0,8.01860803623807
122,8.0,572.6604890175979,19.295703310641457,7.759129548710346,0.0,4.895092212102691,14.08731481665315,22.0,0.4588873671698785,8.203257445528024,6.0686204048067225,315.0,17.95619919225961
123,5.0,547.6882215405009,21.2151711792393,3.7652077062604,0.0,6.799667338995888,78.96946191506707,0.0,0.5728106810612406,26.28543772942059,5.031589112053207,292.0,9.320775153233996
124,9.0,577.2564334105872,19.90185105861972,6.872329397771689,0.0,4.285294035509693,37.99550053405879,25.0,0.4823108522690371,11.529578299964694,5.354080550653386,269.0,13.43288183848429
125,6.0,535.5729630615133,14.951644450130551,7.760418358320431,0.0,1.8711615281757727,16.180287303698762,70.0,0.4258815472574279,6.214967912236933,5.731675568398132,343.0,15.420400069688595
126,25.0,544.7648518474919,20.40697418193494,2.4965233539337373,0.0,15.119653419634592,70.83906879231299,0.0,0.8198219784705486,9.74136821656453,5.779552448638495,651.0,17.13377785520955
127,25.0,27.372048568373017,20.40697418193494,1.84686417125056,0.0,15.119653419634592,63.35266720403445,0.0,0.7229339264694838,18.15721007760166,5.602498325485456,651.0,7.470327144871366
128,25.0,481.83241074475546,20.40697418193494,2.5184331173051677,0.0,15.119653419634592,76.07150000992701,0.0,0.6217870589958446,26.66058669796608,5.42273419024334,651.0,13.0902062813801
129,6.0,251.48251423790532,14.850619825467508,1.4068843982079924,0.0,16.355956572179295,80.49894180944656,0.0,0.9273570691530492,34.76380441854864,5.537458035347605,388.0,9.457845376075674
130,6.0,557.4618754395162,13.133201206195755,1.8782912978964568,0.0,3.3162996727043828,80.49894180944656,20.0,0.6888634026888896,9.74136821656453,6.624172883067534,249.0,24.67264011150176
131,5.0,570.7552082724029,18.08340781468492,8.461828203808524,0.0,3.466660866932793,22.2982068812167,85.0,0.4567579594335914,7.953158133164365,5.886146257475529,336.0,15.831610738213628
132,25.0,577.2564334105872,20.40697418193494,1.5751236219243594,0.0,15.119653419634592,80.49894180944656,0.0,0.7378397806234938,33.4757929598758,5.408280792434929,651.0,3.83796623956694
133,25.0,560.079818448181,20.40697418193494,2.3478145527701835,0.0,15.119653419634592,73.89802858107194,0.0,0.7591338579863651,21.59607562260198,5.688315374972898,651.0,11.034152938754954
134,4.0,577.2564334105872,17.174186192717528,7.587519592167606,0.0,1.227949752865351,12.316338096845325,95.0,0.4290756588618586,5.702264321891431,6.30077810710433,387.0,23.918753885872537
135,25.0,539.1944508901663,20.40697418193494,3.6919438368871567,0.0,15.119653419634592,33.72905661815811,0.0,0.620722355127701,16.681624134656072,5.303493658323946,651.0,14.118232952692672
136,5.0,561.1269956516469,18.790580187326235,3.911438027404561,0.0,8.846250260438138,26.00115820445124,0.0,0.5206401915222055,11.72965774985562,5.758775689288904,262.0,19.25836630925554
137,4.0,571.9332826263021,18.790580187326235,9.143509348342253,0.0,1.1527691557511457,47.896870376620704,17.5,0.4430232795345393,10.066497322637288,6.417308626934647,201.0,22.61658676887661
138,2.0,496.8274065332744,18.386481688674056,9.01096023690514,0.0,1.4701983435666783,25.35716666997567,80.0,0.4099109892352743,16.168920544310573,5.627791771650177,226.0,13.775557395588482
139,7.0,577.2564334105872,16.77008769406535,7.254213599159693,0.0,4.44400862941746,36.70751746510764,52.5,0.4312050665981457,9.503773869819051,5.704575447507362,278.0,15.283329846846922
140,25.0,574.9730053419185,20.40697418193494,3.0726212496413434,0.0,15.119653419634592,73.01254022116804,0.0,0.5664224578523791,16.093890750601474,5.62688843428715,651.0,13.43288183848429
141,7.0,575.3511526653922,17.98238319002188,2.6544521007694315,0.0,8.361753079035482,65.68713651650839,0.0,0.5823930158745326,12.705045068073892,6.065910392717646,417.0,15.626005403951114
142,4.0,577.2564334105872,18.08340781468492,5.056495796363923,0.0,5.772199178435084,27.208642331592937,0.0,0.4769873329283192,12.767569896164806,5.132762896712087,218.0,13.227276504221775
143,5.0,547.9209275857156,21.2151711792393,4.139061632385574,0.0,6.799667338995888,80.49894180944656,0.0,0.5728106810612406,16.306475166110584,5.485064468292114,292.0,9.93759115602154
144,2.0,570.1152666480626,21.2151711792393,2.457264230426559,0.0,9.96560581747186,55.62476879032757,0.0,0.6100753164462653,12.092301752782928,5.955703234428509,258.0,15.35186495826776
145,4.0,575.3075202819145,17.98238319002188,2.717405493262002,0.0,2.054936321121607,67.05561852726899,0.0,0.519575487654062,9.45375400734632,7.014414623894641,178.0,27.27697434549361
146,5.0,577.2564334105872,21.2151711792393,4.666977876516189,0.0,6.799667338995888,49.748346038237976,0.0,0.5728106810612406,10.329101600619127,5.373953972639951,292.0,13.981162729850997
147,25.0,572.6604890175979,20.40697418193494,1.3741684619520107,0.0,15.119653419634592,80.49894180944656,0.0,0.7144162955243353,27.23581511640249,5.621468410108996,651.0,6.9905813649254975
148,4.0,573.7076662210637,18.08340781468492,5.671654537177157,0.0,5.772199178435084,5.232431217614026,0.0,0.4769873329283192,9.303694419928126,5.610628361752688,218.0,16.928172520947037
149,4.0,571.2060762350063,18.08340781468492,5.640425688932811,0.0,5.772199178435084,68.82659524707681,0.0,0.4769873329283192,23.50933536218397,5.447124299045035,218.0,11.376828495859144
150,6.0,566.7992055037539,20.40697418193494,6.402806142897962,0.0,4.335414433585831,30.670096829399142,0.0,0.5483224920939384,7.102820471127923,5.705478784870387,209.0,15.214794735426082
